#Name,Goethite,Hematite,Kaolinite,Dolomite,Illite,Vermiculite,Montmorillonite,Gypsum,Calcite,Chlorite
Olivine KI4143 Fo41 <60um s06an14a_bbb ,0,0,0,0,0,0,0,0,0,0
Olivine NMNH137044.a 160u s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Olivine NMNH137044.b <74u s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Opal TM8896 (Hyalite) s06an14a_a       ,0,0,0,0,0,0,0,0,0,0
Opal TM8896 (Hyalite) s06an14a_aa_     ,0,0,0,0,0,0,0,0,0,0
Opal WS732 s06an14a_a                  ,0,0,0,0,0,0,0,0,0,0
Orthoclase HS13.3B s06an14a_c          ,0,0,0,0,0,0,0,0,0,0
Orthoclase HS13.3B s06an14a_bb_        ,0,0,0,0,0,0,0,0,0,0
Orthoclase NMNH113188 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Orthoclase NMNH142137 Fe s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Orthoclase NMNH142137 Fe s06an14a_bb_  ,0,0,0,0,0,0,0,0,0,0
Palygorskite CM46a Attapulg s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Palygorskite PFL-1 Attapulg s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Paragonite GDS109 s06an14a_a           ,0,0,0,0,0,0,0,0,0,0
Pectolite NMNH94865.a s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Pectolite NMNH94865.a s06an14a_bb_     ,0,0,0,0,0,0,0,0,0,0
Pectolite NMNH94865.b s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Pectolite NMNH94865.b s06an14a_bbb     ,0,0,0,0,0,0,0,0,0,0
Perthite HS415.3B s06an14a_c           ,0,0,0,0,0,0,0,0,0,0
Perthite HS415.3B s06an14a_bb_         ,0,0,0,0,0,0,0,0,0,0
Phlogopite GDS20 fine fr s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Phlogopite GDS20 fine fr s06an14a_bbb  ,0,0,0,0,0,0,0,0,0,0
Phlogopite HS23.3B s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Phlogopite HS23.3B s06an14a_bbb        ,0,0,0,0,0,0,0,0,0,0
Phlogopite WS496 s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Phlogopite WS496 s06an14a_cc_          ,0,0,0,0,0,0,0,0,0,0
Phlogopite WS675 s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Phlogopite WS675 s06an14a_cb_          ,0,0,0,0,0,0,0,0,0,0
Pigeonite HS199.3B s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Pigeonite HS199.3B s06an14a_cc_        ,0,0,0,0,0,0,0,0,0,0
Pinnoite NMNH123943 s06an14a_a         ,0,0,0,0,0,0,0,0,0,0
Pinnoite NMNH123943 s06an14a_aaa       ,0,0,0,0,0,0,0,0,0,0
Pitch_Limonite GDS104 Cu s06an14a_?    ,0,0,0,0,0,0,0,0,0,0
Polyhalite NMNH92669-4 s06an14a_a      ,0,0,0,0,0,0,0,0,0,0
Polyhalite NMNH92669-4 s06an14a_aa_    ,0,0,0,0,0,0,0,0,0,0
Portlandite GDS525 Ca(OH)2 s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Praseodymium_Oxide GDS35 s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Praseodymium_Oxide GDS35 s06an14a_bb_  ,0,0,0,0,0,0,0,0,0,0
Prehnite GDS613.a <60um s06an14a_aa_   ,0,0,0,0,0,0,0,0,0,0
Prehnite GDS613.a <60um s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Prehnite GDS613.b >60um s06an14a_aa_   ,0,0,0,0,0,0,0,0,0,0
Prehnite GDS613.b >60um s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Prochlorite SMR-14.a 115um s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Prochlorite SMR-14.a 115um s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Prochlorite SMR-14.a 115um s06an14a_aa_,0,0,0,0,0,0,0,0,0,0
Prochlorite SMR-14.b 32um s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Prochlorite SMR-14.b 32um s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Prochlorite SMR-14.b 32um s06an14a_aa_ ,0,0,0,0,0,0,0,0,0,0
Prochlorite SMR-14.c <30um s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Prochlorite SMR-14.c <30um s06an14a_aa_,0,0,0,0,0,0,0,0,0,0
Psilomelane HS139.3B s06an14a_b        ,0,0,0,0,0,0,0,0,0,0
Psilomelane HS139.3B s06an14a_bb_      ,0,0,0,0,0,0,0,0,0,0
Pyrite HS35.3 s06an14a_b               ,0,0,0,0,0,0,0,0,0,0
Pyrite HS35.3 s06an14a_cc_             ,0,0,0,0,0,0,0,0,0,0
Pyrite S142-1 s06an14a_c               ,0,0,0,0,0,0,0,0,0,0
Pyrite S26-8 s06an14a_c                ,0,0,0,0,0,0,0,0,0,0
Pyrite S29-4 s06an14a_c                ,0,0,0,0,0,0,0,0,0,0
Pyrite S30 s06an14a_c                  ,0,0,0,0,0,0,0,0,0,0
Pyrite GDS483.c 30-60um s06an14a_cdb   ,0,0,0,0,0,0,0,0,0,0
Pyrite GDS483.c 30-60um s06an14a_c     ,0,0,0,0,0,0,0,0,0,0
Pyrolusite HS138.3B s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Pyrolusite HS138.3B s06an14a_bc_       ,0,0,0,0,0,0,0,0,0,0
Pyrophyllite PYS1A <850um s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Pyrophyllite PYS1A <850um s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Pyrophyllite PSY1A <850um s06an14a_aaa ,0,0,0,0,0,0,0,0,0,0
Pyrophyllite PYS1A fine gr s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Pyrophyllite PSY1A fine gr s06an14a_aaa,0,0,0,0,0,0,0,0,0,0
Pyrophyllite SU1421 s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Pyroxene HS119.3B s06an14a_c           ,0,0,0,0,0,0,0,0,0,0
Pyroxene HS119.3B s06an14a_ccc         ,0,0,0,0,0,0,0,0,0,0
Pyrrhotite HS269.3B s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Pyrrhotite HS269.3B s06an14a_bc_       ,0,0,0,0,0,0,0,0,0,0
Quartz GDS31 0-74um fr s06an14a_a      ,0,0,0,0,0,0,0,0,0,0
Quartz GDS74 Sand Ottawa s06an14a_c    ,0,0,0,0,0,0,0,0,0,0
Quartz GDS74 Sand Ottawa s06an14a_cb_  ,0,0,0,0,0,0,0,0,0,0
Quartz HS117.3B Aventurin s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Quartz HS32.4B s06an14a_a              ,0,0,0,0,0,0,0,0,0,0
Rectorite ISR202 (RAr-1) s06an14a_?    ,0,0,0,0,0,0,0,0,0,0
Rectorite RAr-1 s06an14a_d             ,0,0,0,0,0,0,0,0,0,0
Rectorite RAr-1 s06an14a_bb_           ,0,0,0,0,0,0,0,0,0,0
Rhodochrosite HS338.3B s06an14a_b      ,0,0,0,0,0,0,0,0,0,0
Rhodochrosite HS338.3B s06an14a_bb_    ,0,0,0,0,0,0,0,0,0,0
Rhodochrosite HS67 <250um s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Rhodochrosite HS67 <250um s06an14a_bb_ ,0,0,0,0,0,0,0,0,0,0
Rhodonite HS325.3B s06an14a_c          ,0,0,0,0,0,0,0,0,0,0
Rhodonite HS325.3B s06an14a_cb_        ,0,0,0,0,0,0,0,0,0,0
Rhodonite NMNHC6148 >250um s06an14a_b  ,0,0,0,0,0,0,0,0,0,0
Rhodonite NMNHC6148 >250um s06an14a_bb_,0,0,0,0,0,0,0,0,0,0
Richterite HS336.3B Amphibol s06an14a_c,0,0,0,0,0,0,0,0,0,0
Richterite HS336.3B Amphib s06an14a_ccc,0,0,0,0,0,0,0,0,0,0
Richterite NMNH150800 HCl s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Richterite NMNH150800 HCl s06an14a_bb_ ,0,0,0,0,0,0,0,0,0,0
Riebeckite HS326.3B Amphibol s06an14a_d,0,0,0,0,0,0,0,0,0,0
Reibeckite HS326.3B Amphib s06an14a_ddd,0,0,0,0,0,0,0,0,0,0
Riebeckite NMNH122689 Amph s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Rivadavite NMNH170164 Amph s06an14a_a  ,0,0,0,0,0,0,0,0,0,0
Rivadavite NMNH170164 Amph s06an14a_aaa,0,0,0,0,0,0,0,0,0,0
Roscoelite EN124 s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Rutile HS126.3B s06an14a_c             ,0,0,0,0,0,0,0,0,0,0
Rutile HS126.3B s06an14a_cbb           ,0,0,0,0,0,0,0,0,0,0
Rutile HS137.3B s06an14a_d             ,0,0,0,0,0,0,0,0,0,0
Rutile HS137.3B s06an14a_cb_           ,0,0,0,0,0,0,0,0,0,0
Samarium_Oxide GDS36 s06an14a_a        ,0,0,0,0,0,0,0,0,0,0
Samarium Oxide GDS36 s06an14a_aa_      ,0,0,0,0,0,0,0,0,0,0
Sanidine GDS19 Feldspar s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Sanidine GDS19 Feldspar s06an14a_aaa   ,0,0,0,0,0,0,0,0,0,0
Sanidine NMNH103200 Feldspar s06an14a_b,0,0,0,0,0,0,0,0,0,0
Sanidine NMNH103200 Feldsp s06an14a_bb_,0,0,0,0,0,0,0,0,0,0
Saponite SapCa-1 s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Saponite SapCa-1.AcB s06an14a_b        ,0,0,0,0,0,0,0,0,0,0
Saponite SapCa-1.AcB s06an14a_bbb      ,0,0,0,0,0,0,0,0,0,0
Sauconite GDS135 s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Sauconite GDS135 s06an14a_bb?          ,0,0,0,0,0,0,0,0,0,0
Schwertmannite BZ93-1 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Scolecite GDS7 Zeolite s06an14a_b      ,0,0,0,0,0,0,0,0,0,0
Scolecite GDS7 Zeolite s06an14a_bb_    ,0,0,0,0,0,0,0,0,0,0
Sepiolite SepNev-1 s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Sepiolite SepNev-1 s06an14a_bb_        ,0,0,0,0,0,0,0,0,0,0
Sepiolite SepNev-1.AcB s06an14a_a      ,0,0,0,0,0,0,0,0,0,0
Sepiolite SepNev-1.AcB s06an14a_aa_    ,0,0,0,0,0,0,0,0,0,0
Sepiolite SepSp-1 s06an14a_b           ,0,0,0,0,0,0,0,0,0,0
Sepiolite SepSp-1 s06an14a_cb_         ,0,0,0,0,0,0,0,0,0,0
Sepiolite SepSp-1.AcB s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Sepiolite SepSp-1.AcB s06an14a_bc_     ,0,0,0,0,0,0,0,0,0,0
Serpentine HS318.4B s06an14a_c         ,0,0,0,0,0,0,0,0,0,0
Serpentine HS8.3B s06an14a_c           ,0,0,0,0,0,0,0,0,0,0
Serpentine HS8.3B s06an14a_cbc         ,0,0,0,0,0,0,0,0,0,0
Siderite HS271.3B s06an14a_a           ,0,0,0,0,0,0,0,0,0,0
Siderite HS271.3B s06an14a_aa_         ,0,0,0,0,0,0,0,0,0,0
Siderophyllite NMNH104998 s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Siderophyllite NMNH104998 s06an14a_??_ ,0,0,0,0,0,0,0,0,0,0
Sillimanite HS186.3B s06an14a_c        ,0,0,0,0,0,0,0,0,0,0
Sillimanite HS186.3B s06an14a_cc_      ,0,0,0,0,0,0,0,0,0,0
Smaragdite HS290.3B Amphibol s06an14a_b,0,0,0,0,0,0,0,0,0,0
Smaragdite HS290.3B s06an14a_bbb       ,0,0,0,0,0,0,0,0,0,0
Sodium_Bicarbonate GDS55 s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Sodium Bicarbonate GDS55 s06an14a_aa_  ,0,0,0,0,0,0,0,0,0,0
Spessartine HS112.3B Garnet s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Spessartine HS112.3B s06an14a_cc_      ,0,0,0,0,0,0,0,0,0,0
Spessartine NMNH14143 Garnet s06an14a_b,0,0,0,0,0,0,0,0,0,0
Spessartine NMNH14143 Garn s06an14a_cbb,0,0,0,0,0,0,0,0,0,0
Spessartine WS480 Garnet s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Spessartine WS480 Garnet s06an14a_cc_  ,0,0,0,0,0,0,0,0,0,0
Spessartine WS481 Garnet s06an14a_?    ,0,0,0,0,0,0,0,0,0,0
Spessartine WS481 Garnet s06an14a_cb_  ,0,0,0,0,0,0,0,0,0,0
Sphalerite HS136.3B s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Sphalerite HS136.3B s06an14a_???       ,0,0,0,0,0,0,0,0,0,0
Sphalerite S102-7 s06an14a_c           ,0,0,0,0,0,0,0,0,0,0
Sphalerite S102-8 s06an14a_c           ,0,0,0,0,0,0,0,0,0,0
Sphalerite S26-34 s06an14a_b           ,0,0,0,0,0,0,0,0,0,0
Sphalerite S26-35 s06an14a_b           ,0,0,0,0,0,0,0,0,0,0
Sphene HS189.3B s06an14a_b             ,0,0,0,0,0,0,0,0,0,0
Sphene HS189.3B s06an14a_cc_           ,0,0,0,0,0,0,0,0,0,0
Spodumene HS210.3B s06an14a_c          ,0,0,0,0,0,0,0,0,0,0
Spodumene HS210.3B s06an14a_cc_        ,0,0,0,0,0,0,0,0,0,0
Staurolite HS188.3B s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Staurolite HS188.3B s06an14a_cd_       ,0,0,0,0,0,0,0,0,0,0
Stilbite GDS8 Zeolite s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Stilbite GDS8 Zeolite s06an14a_bb_     ,0,0,0,0,0,0,0,0,0,0
Stilbite HS482.3B Zeolite s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Stilbite HS482.3B Zeolite s06an14a_??? ,0,0,0,0,0,0,0,0,0,0
Strontianite HS272.3B s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Strontianite HS272.3B s06an14a_bb_     ,0,0,0,0,0,0,0,0,0,0
Sulfur GDS94 Reagent s06an14a_a        ,0,0,0,0,0,0,0,0,0,0
Sulfur GDS94 Reagent s06an14a_aa_      ,0,0,0,0,0,0,0,0,0,0
Syngenite GDS139 s06an14a_a            ,0,0,0,0,0,0,0,0,0,0
Syngenite GDS139 s06an14a_aa_          ,0,0,0,0,0,0,0,0,0,0
Talc GDS23 74-250um fr s06an14a_a      ,0,0,0,0,0,0,0,0,0,0
Talc GDS23 74-250um s06an14a_aaa       ,0,0,0,0,0,0,0,0,0,0
Talc HS21.3B s06an14a_b                ,0,0,0,0,0,0,0,0,0,0
Talc HS21.3B s06an14a_bbb              ,0,0,0,0,0,0,0,0,0,0
Talc TL2702 s06an14a_a                 ,0,0,0,0,0,0,0,0,0,0
Talc WS659 s06an14a_b                  ,0,0,0,0,0,0,0,0,0,0
Talc WS659 s06an14a_bbb                ,0,0,0,0,0,0,0,0,0,0
Thenardite GDS146 s06an14a_c           ,0,0,0,0,0,0,0,0,0,0
Thenardite GDS146 s06an14a_cc?         ,0,0,0,0,0,0,0,0,0,0
Thenardite HS450.3B s06an14a_a         ,0,0,0,0,0,0,0,0,0,0
Thuringite SMR-15.a 115um s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Thuringite SMR-15.a 115um s06an14a_bc_ ,0,0,0,0,0,0,0,0,0,0
Thuringite SMR-15.b 80um s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Thuringite SMR-15.b 80um s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Thuringite SMR-15.b 80um s06an14a_aa_  ,0,0,0,0,0,0,0,0,0,0
Thuringite SMR-15.c 32um s06an14a_a    ,0,0,0,0,0,0,0,0,0,0
Thuringite SMR-15.c 32um s06an14a_aa_  ,0,0,0,0,0,0,0,0,0,0
Thuringite SMR-15.d <30um s06an14a_a   ,0,0,0,0,0,0,0,0,0,0
Thuringite SMR-15.d <30um s06an14a_aa_ ,0,0,0,0,0,0,0,0,0,0
Tincalconite GDS142 s06an14a_a         ,0,0,0,0,0,0,0,0,0,0
Tincalconite GDS142 s06an14a_aa_       ,0,0,0,0,0,0,0,0,0,0
Topaz Cameron_Cone_#42 s06an14a_b      ,0,0,0,0,0,0,0,0,0,0
Topaz Cameron_Cone_#42 s06an14a_bb_    ,0,0,0,0,0,0,0,0,0,0
Topaz Crystal_Park_#2 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Topaz Crystal_Park_#2 s06an14a_bb_     ,0,0,0,0,0,0,0,0,0,0
Topaz Glen_Cove_#6 s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Topaz Glen_Cove_#6 s06an14a_bb_        ,0,0,0,0,0,0,0,0,0,0
Topaz Glen_Cove_#8 s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Topaz Glen_Cove_#8 s06an14a_bb_        ,0,0,0,0,0,0,0,0,0,0
Topaz HS184.3B s06an14a_c              ,0,0,0,0,0,0,0,0,0,0
Topaz HS184.3B s06an14a_cc_            ,0,0,0,0,0,0,0,0,0,0
Topaz Harris_Park_#17 s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Topaz Harris_Park_#17 s06an14a_bb_     ,0,0,0,0,0,0,0,0,0,0
Topaz Harris_Park_#3 s06an14a_b        ,0,0,0,0,0,0,0,0,0,0
Topaz Harris_Park_#9 s06an14a_b        ,0,0,0,0,0,0,0,0,0,0
Topaz Harris_Park_#9 s06an14a_bb_      ,0,0,0,0,0,0,0,0,0,0
Topaz Jos_#22 s06an14a_b               ,0,0,0,0,0,0,0,0,0,0
Topaz Jos_#22 s06an14a_bb_             ,0,0,0,0,0,0,0,0,0,0
Topaz Little_3_Mine_#41 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Topaz Little_3_Mine_#41 s06an14a_bb_   ,0,0,0,0,0,0,0,0,0,0
Topaz Mt._Antero_#5 s06an14a_b         ,0,0,0,0,0,0,0,0,0,0
Topaz Tarryalls_#4 s06an14a_b          ,0,0,0,0,0,0,0,0,0,0
Topaz Tarryalls_#4 s06an14a_bb_        ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area_2_#12 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area_2_#12 s06an14a_bb_   ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area_3_#13 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area_3_#13 s06an14a_bb_   ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area_4_#14 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area_4_#14 s06an14a_bb_   ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area_5_#15 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area_5_#15 s06an14a_bb_   ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area_6_#16 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area #16 s06an14a_bb_     ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area_A_#10 s06an14a_b     ,0,0,0,0,0,0,0,0,0,0
Topaz Wigwam_Area #10 s06an14a_bb_     ,0,0,0,0,0,0,0,0,0,0
Tourmaline HS282.2B s06an14a_c         ,0,0,0,0,0,0,0,0,0,0
Tourmaline HS282.2B s06an14a_ccc       ,0,0,0,0,0,0,0,0,0,0
Tremolite HS18.3 s06an14a_c            ,0,0,0,0,0,0,0,0,0,0
Tremolite HS18.3B s06an14a_ccc         ,0,0,0,0,0,0,0,0,0,0
Tremolite NMNH117611.HCl s06an14a_c    ,0,0,0,0,0,0,0,0,0,0
Tremolite NMNH117611.HCL s06an14a_bb_  ,0,0,0,0,0,0,0,0,0,0
Trona GDS148 s06an14a_a                ,0,0,0,0,0,0,0,0,0,0
Trona GDS148 s06an14a_aa_              ,0,0,0,0,0,0,0,0,0,0
Ulexite GDS138 Boron,0,0,0,0,0,0,0,0,0,0
Ulexite GDS138 s06an14a_aa_            ,0,0,0,0,0,0,0,0,0,0
Ulexite HS441.3B s06an14a_a            ,0,0,0,0,0,0,0,0,0,0
Ulexite HS441.3B s06an14a_aa_          ,0,0,0,0,0,0,0,0,0,0
Uralite HS345.3B s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Uralite HS345.3B s06an14a_cc_          ,0,0,0,0,0,0,0,0,0,0
Uvarovite NMNH106661 Garnet s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Uvarovite NMNH106661 s06an14a_cb_      ,0,0,0,0,0,0,0,0,0,0
Vermiculite GDS13 Llano s06an14a_a     ,0,0,0,0,0,0,0,0,0,0
Vermiculite VTx-1.a <250 s06an14a_c    ,0,0,0,0,0,0,0,0,0,0
Vermiculite VTx-1.fls s06an14a_c       ,0,0,0,0,0,1,0,0,0,0
Vermiculite WS681 s06an14a_c           ,0,0,0,0,0,1,0,0,0,0
Vermiculite WS681 s06an14a_cc_         ,0,0,0,0,0,1,0,0,0,0
Vesuvianite HS446.3B Idocras s06an14a_a,0,0,0,0,0,0,0,0,0,0
Vesuvianite HS446.3B s06an14a_aaa      ,0,0,0,0,0,0,0,0,0,0
Witherite HS273.3B s06an14a_a          ,0,0,0,0,0,0,0,0,0,0
Witherite HS273.3B s06an14a_aa_        ,0,0,0,0,0,0,0,0,0,0
Wollastonite HS348.3B s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Wollastonite HS348.3B s06an14a_ccc     ,0,0,0,0,0,0,0,0,0,0
Zircon WS522 s06an14a_a                ,0,0,0,0,0,0,0,0,0,0
Zoisite HS347.3B s06an14a_b            ,0,0,0,0,0,0,0,0,0,0
Zoisite HS347.3B s06an14a_bcc          ,0,0,0,0,0,0,0,0,0,0
Zunyite GDS-241B <150um s06an14a_?     ,0,0,0,0,0,0,0,0,0,0
Acid_Mine_Dr Assemb1-Fe3+ s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Acid_Mine_Dr Assemb2-Fe3+ s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Actinolite-Hornfels BR93-5a s06an14a_c ,0,0,0,0,0,0,0,0,0,0
Actinolite-Tremolit BR93-22C s06an14a_b,0,0,0,0,0,0,0,0,0,0
Actinolite_Dolomit BR93-60B s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Alun.33+Kaol.33+Musc.33 AMX2 s06an14a_a,0,0,0.333,0,0,0,0,0,0,0
Alun0.3+Musc0.4+Pyro0.3 AMX1 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Alun366+.50PyroPYS1A GDS222 s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Alun_Na+Kaol+Hemat MV00-11a s06an14a_c ,0,1,1,0,0,0,0,0,0,0
Alunite+Pyrophyl SD1093A s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Alunite-K CU91-217G1 HiTemp s06an14a_b ,0,0,0,0,0,0,0,0,0,0
Alunite+Dickite MV99-6-26b s06an14a_c  ,0,0,0,0,0,0,0,0,0,0
Alunite.5+MuscCU91-250A AMX4 s06an14a_a,0,0,0,0,0,0,0,0,0,0
Alunite0.35K+.65Na CU91-217H s06an14a_b,0,0,0,0,0,0,0,0,0,0
Alunite0.35K+.65Na CU91-217H s06an14a_b,0,0,0,0,0,0,0,0,0,0
Alunite0.5+Kaol_KGa-1 AMX3 s06an14a_b  ,0,0,0.5,0,0,0,0,0,0,0
Alunite0.66K+.34Na CU91-217A s06an14a_b,0,0,0,0,0,0,0,0,0,0
Alunite0.73K+.27Na CU91-217D s06an14a_a,0,0,0,0,0,0,0,0,0,0
Alunite_K CU98-5C MedTemp s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Alunite_K-Na CU91-217H1 LowT s06an14a_b,0,0,0,0,0,0,0,0,0,0
Alunite_NH4+Jaro NMNH145596A s06an14a_b,0,0,0,0,0,0,0,0,0,0
Alunite_NH4+Ja NMNH145596A s06an14a_bb_,0,0,0,0,0,0,0,0,0,0
Alunite_NH4+Jaro NMNH145596A s06an14a_b,0,0,0,0,0,0,0,0,0,0
Basalt_fresh BR93-46B s06an14a_b       ,0,0,0,0,0,0,0,0,0,0
Basalt_weathered BR93-43 s06an14a_b    ,0,0,0,0,0,0,0,0,0,0
Beidellite+Montmor GDS123 s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Beidellite+Montmor GDS123 s06an14a_bbb ,0,0,0,0,0,0,0,0,0,0
Beidellite+Montmor GDS124 s06an14a_b   ,0,0,0,0,0,0,0,0,0,0
Beidellite+Montmor GDS124 s06an14a_bbb ,0,0,0,0,0,0,0,0,0,0
Biotite-Chlorite_Mx BR93-36A s06an14a_b,0,0,0,0,0,0,0,0,0,1
Blue_Efflorscnt_Min SU93-300 s06an14a_b,0,0,0,0,0,0,0,0,0,0
Buddingtnt+Na-Mont CU93-260B s06an14a_b,0,0,0,0,0,0,0,0,0,0
Calc.25+Dolo.25+Ca-Mon AMX7 s06an14a_b ,0,0,0,0.25,0,0,0.5,0,0.25,0
Calc.25+dolo.25+mont.5 AMX18 s06an14a_b,0,0,0,0.25,0,0,0.5,0,0.25,0
Calcite+.33Muscov AMX5 Ruby s06an14a_a ,0,0,0,0,0,0,0,0,0.6667,0
Calcite+.50Ca-Mont AMX6 s06an14a_b     ,0,0,0,0,0,0,0.5,0,0.5,0
Calcite+Dolomite.5 AMX8 s06an14a_b     ,0,0,0,0.5,0,0,0,0,0.5,0
Calcite+Talc PC99-1G s06an14a_c        ,0,0,0,0,0,0,0,0,0,0
Calcite.33+Ca-mont.67 AMX19 s06an14a_b ,0,0,0,0,0,0,0.6667,0,0.3333,0
Calcite.33+Epidote.67 GDS311 s06an14a_a,0,0,0,0,0,0,0,0,0.3333,0
Calcite.67+Epidote.33 GDS310 s06an14a_a,0,0,0,0,0,0,0,0,0.6667,0
Calcite.7+Kaolwxl.3 AMX9 s06an14a_a    ,0,0,0.3,0,0,0,0,0,0.7,0
Calcite.8+Ca-Montmor.2 AMX15 s06an14a_b,0,0,0,0,0,0,0.2,0,0.7,0
Calcite.80+Mont_Swy-1 GDS212 s06an14a_a,0,0,0,0,0,0,0.2,0,0.8,0
Calcite.80wt+Kaol_CM9 GDS213 s06an14a_a,0,0,0.2,0,0,0,0,0,0.8,0
Chabazite+Thom+Wair HS193.3B s06an14a_b,0,0,0,0,0,0,0,0,0,0
Chabazt+Thom+Wair HS193.3B s06an14a_bb_,0,0,0,0,0,0,0,0,0,0
Chl.33+Epid.33+Cal.33 GDS319 s06an14a_a,0,0,0,0,0,0,0,0,0.3333,0.3333
Chlor+Goethite CU93-4B Phyl s06an14a_a ,1,0,0,0,0,0,0,0,0,1
Chlor.2+Epid.2+Calc.6 GDS314 s06an14a_a,0,0,0,0,0,0,0,0,0.6,0.2
Chlor.2+Epid.6+Calc.2 GDS312 s06an14a_a,0,0,0,0,0,0,0,0,0.2,0.2
Chlor.6+Epid.2+Calc.2 GDS313 s06an14a_a,0,0,0,0,0,0,0,0,0.2,0.6
Chlorit.33+Calcite.67 GDS315 s06an14a_a,0,0,0,0,0,0,0,0,0.6667,0.3333
Chlorite+Muscovite CU93-65A s06an14a_a ,0,0,0,0,0,0,0,0,0,1
Chlorite.33+Epidot.67 GDS318 s06an14a_a,0,0,0,0,0,0,0,0,0,0.3337
